Sentence,Sentiment,Result
hi alex thank interest current releas pqcrypto vpn test oqs fork openssl fact particular commit build script sync test test fork know work said tls control connect openvpn configur direct use select relev pq ciphersuit guarante non pq ciphersuit select exampl precis direct intern deploy prefer hybrid ecdh version sidh first frodo use rsa certif authent openssl branch support tls ciphersuit chang tls run problem key exchang authent algorithm longer specifi part ciphersuit longer work code build openssl branch run openssl tri negoti tls session end use pq key exchang algorithm abl forc tls specifi configur direct openvpn predict work sinc fork signific divers fork origin built need dig sourc code version oqs openssl build look tls ciphersuit name pq key exchang algorithm best result suggest build fork commit referenc build script connect go need close review log output openvpn make sure actual use post quantum key exchang default back classic algorithm current work underway updat pqcrypto vpn latest version openvpn make compat openssl tls next releas support certif question error describ sound wrong extend key usag oid certif look instruct set picnic creat server certif section exampl extens file tell openssl eku appli certif server certif eku client certif eku correct see certif valid error one note feed certif openssl command line util name server certif list x v extens see section similarli tls web client authent client certif present wrong type appli client eku server certif exampl caus error asid discov releas sometim picnic certif grow larg trigger bug caus tls session negoti fail oop picnic work pq signatur algorithm openssl fork time algorithm attempt reason current use rsa certif authent sinc press need protect key exchang futur quantum attack still benefit even without pq sign certif authent next releas work correctli abl wider varieti pq signatur algorithm ad oqs openssl sinc suggest start rsa certif make sure appli correct eku setup run experi certif sign pq signatur algorithm pleas let know question hello kevin thank respons inform truli appreci well funni part initi messag system reboot made final manag pq algorithm cipher avail openvpn instal window linux openvpn process recogn show show tls ovpn direct tls version state keep test problem openssl seem handl picnicl fs public key seem gener correctli openvpn server verifi dec scw cool borg openvpn tue dec us openssl error e c digit envelop routin pkey type unsupport algorithm dec scw cool borg openvpn tue dec us openssl error b f x certif routin x pubkey unsupport algorithm dec scw cool borg openvpn tue dec us openssl error bf c ssl routin ssl cert x lib follow openssl issu genoq command resolv appli sha digest certif public privat key pq algorithm picnicl fs dilithium recommend thank time far kevin quick updat final manag run everyth correctli server client side connect pq vpn excit report manag rsa ca server client certif combin keep test platform aswel variou possibl authent combin protocol accord recommend thank time inform far keep guy commun need best regard alex believ command gener oqs pq key pair chang fork instruct strictli fork yet research gener certif use fork definit possibl figur mean pleas updat instruct make pull request make sure openvpn binari link oqs enabl version openssl instead system instal default problem linux care build script rpath point version openssl instal alongsid openvpn want make sure loader load version rather system default verifi log file negoti ciphersuit one use pq key exchang algorithm tunnel run thank repli yes confirm hybrid version pq kex algorithm mention pretti sure work sinc alway doubl check output check ip address chang etc tunnel dns work perfect concern link openssl openvpn version output openvpn version liboq git notic fd e cf x pc linux gnu ssl openssl lzo lz epol mh pktinfo aead built jul librari version openssl dev xx xxx xxxx lzo server system normal use openssl instal fork version instal openssl ing anywher system produc pq key etc thank clarifi genoq command wonder recogn made step picnic pk test accord instruct provid happi manag setup specif pki appear actual use fork openssl version support genoq command current document think actual openssl librari openvpn read origin fork one openssl sep built tue dec utc platform linux x option bn rc x int des int idea int blowfish ptr compil gcc fpic pthread ioq includ wa noexecstack wall dopenssl nodelet dl endian dopenssl pic dopenssl cpuid obj dopenssl ia sse dopenssl bn asm mont dopenssl bn asm mont dopenssl bn asm gf dsha asm dsha asm dsha asm dkeccak asm drc asm dmd asm dvpae asm dghash asm decp nistz asm dx asm dpoli asm dndebug openssldir usr local ssl enginesdir usr local lib engin seed sourc os specif case like algorithm chang two version certif gener fork usabl fork right though confirm work least rsa certif confirm pq algorithm ecdh ecdsa work ecdsa sign cert success manag accord openssl version guid server genoq work everyth done stack handshak excess messag size error mayb due system default openssl gonna check excess messag size error observ think broken unfortun cryptograph relev quantum comput exist though still safe reli rsa ecdsa certif authent pq protect key exchang want manag creat picnic pki ca certif picnic type work sign server client rsa possibl ecdsa certif ca suggest valid certif chain problem rather someth valid signatur serverkeyexchang messag gener error picnic signatur larg end entiti certif picnic public key final manag run pq tls control channel negoti happen use picnic ca server certif rsa client certif sign picnic ca possibl happen ecdsa client certif interest narrow problemat section thank spend time track exact circumst caus failur find easi place code increas constant size buffer make work pleas consid make pull request greet sinc start use test pqcrypto vpn seem great bad point work hybrid mode oqskex rsa seem broken part openssl built constant static file sinc error provid tls negoti routin ssl messag execss especi ssl h file seem job great help clue file chang order build sourc manual right valu look sourc pqcrypto vpn figur make statement ask readi built sourc version pqcrypto vpn end use test three major pq setup negoti buffer error thank time help far warm regard unfortun version without bug end trigger picnic certif plan updat pqcrypto vpn latest fork open quantum safe project openssl fork contain latest version support algorithm well support tls fork readi resourc focus attempt figur patch current version work around problem expect problem actual openssl pqcrypto vpn wherev length exceed error gener know certain believ oqs plan go back patch branch work around problem reason plan simpli new releas updat version oqs openssl openvpn investig discov quick chang fix problem pleas let know look way incorpor becom complic requir chang repo depend control kevin yes updat openssl great suppli seem last branch requir fix issu occur normal older openvpn setup larg size certif past clearli built openssl configur use setup believ root problem lie within sourc ssl h file carri code handl buffer limit anyway wait updat version inde sinc fan pqcrypto sinc found great implement pqcrypto platform well exampl android devic seen moment raspberri support check git regular basi sure alway date thank lot time spent guid around inform close anyth occur back new ticket pull req e c best regard got candid releas readi try dev branch move use submodul variou depend clone dockerfil well window build done complet cross compil everyth get built one step feedback welcom dear kevin thank much share start test version right recommend inform current test window home premium intel core ghz bit receiv feedback soon touch best regard wed mar pm kevin kane wrote got candid releas readi try dev branch move use submodul variou depend clone git clone branch dev recurs submodul dockerfil openvpn build docker well window build done complet cross compil everyth get built one step feedback welcom receiv mention repli email directli view github unsubscrib kevin encount first issu build use git command told window instal built instal normal version openvpn pqcrypto one wed mar pm alexandro koukoula alexandroskoukoulaswrot dear kevin thank much share start test version right recommend inform current test window home premium intel core ghz bit receiv feedback soon touch best regard wed mar pm kevin kane wrote got candid releas readi try dev branch move use submodul variou depend clone git clone branch dev recurs submodul dockerfil openvpn build docker well window build done complet cross compil everyth get built one step feedback welcom receiv mention repli email directli view github unsubscrib pleas note need updat configur file enforc tls control channel particular longer relev support pq algorithm remov tls instead add guarante tls somewhat unintuit specifi key exchang algorithm take look updat configur file signatur algorithm depend whatev certif provid authent need regener certif scheme chang good news picnic certif work pq protect tunnel window test system describ detail step use build result normal version openvpn launch ubuntu vm updat upgrad instal python python cmake ninja build ran git clone branch dev recurs submodul clone went openvpn build subdirectori execut sudo python build py instal recommend depend classic instal linux file gener build dockerfil somehow easili space left drive someth error mean run command drive space fill quickli thu mar pm kevin kane wrote pleas note need updat configur file enforc tls control channel particular tls cipher longer relev support pq algorithm remov tls instead add tls version min guarante tls somewhat unintuit specifi key exchang algorithm ecdh curv ecdh curv sikep take look updat configur file openvpn config signatur algorithm depend whatev certif provid authent need regener certif scheme chang good news picnic certif work pq protect tunnel window test system describ detail step use build result normal version openvpn receiv mention repli email directli view github unsubscrib strang upload window linux instal built repli issu take look first glanc see problem binari librari appear oqs code built gener picnic sign key least see make think oqs code present show tls output provid oqs key exchang mechan normal openvpn show tls output neither use linux binari run oqs kem linux machin recheck understand critic chang awar open quantum safe fork openssl support post quantum algorithm tls support pq tls remov tls definit ciphersuit chang significantli longer specifi key exchang algorithm authent algorithm symmetr encrypt hash algorithm post quantum key exchang algorithm tls masquerad ellipt curv specifi configur direct look top output section tls see mention asymmetr algorithm post quantum otherwis oqs remov support tls fork absent list ciphersuit tls right obviou log output pq key exchang algorithm use openvpn start need look ad log includ inform present verifi happen take packet captur examin tls handshak suitabl gener similarli long provid client server certif use post quantum signatur algorithm algorithm use verifi signatur think abl bring complet post quantum tunnel binari built need make sure configur file correctli updat see previou comment updat exampl great thank explain go check right back let know result ok kevin negoti done fine said apolog mistak error tap driver window say use negoti connect close clue thank run problem knowledg tap driver think help experi problem offici unmodifi version openvpn sure modif unrel try get advic peopl maintain kevin connect vpn server via gui ssh traffic seem forward correctli brows web vpn suppos error dns proxi everyth regard firewal dns accordingli previou stabl version last messag server log multi bad sourc address client packet drop suggest thank ok kevin work smoothli ask current dev version support current liboq scheme mean follow algorithm found liboq github page support algorithm key encapsul mechan bike bike l cpa bike l cpa bike l fo bike l fo classic mceliec classic mceliec classic mceliec f classic mceliec classic mceliec f classic mceliec classic mceliec f classic mceliec classic mceliec f classic mceliec classic mceliec f frodokem frodokem aes frodokem shake frodokem aes frodokem shake frodokem aes frodokem shake kyber kyber kyber kyber kyber kyber kyber ledacrypt ledacryptkem lt ledacryptkem lt ledacryptkem lt newhop newhop cca newhop cca ntru ntru hps ntru hps ntru hps ntru hrss saber lightsab kem saber kem firesab kem sike sidh p sidh p sidh p sidh p sike p sike p sike p sike p sidh p compress sidh p compress sidh p compress sidh p compress sike p compress sike p compress sike p compress sike p compress threebear babybearephem babybear mamabearephem mamabear papabearephem papabear signatur scheme dilithium dilithium dilithium dilithium falcon falcon falcon mqdss mqdss mqdss picnic picnic l fs picnic l ur picnic l fs picnic l ur picnic l fs picnic l ur picnic l fs picnic l fs picnic l fs qtesla qtesla p qtesla p iii rainbow rainbow ia classic rainbow ia cyclic rainbow ia cyclic compress rainbow iiic classic rainbow iiic cyclic rainbow iiic cyclic compress rainbow vc classic rainbow vc cyclic rainbow vc cyclic compress sphinc haraka sphinc haraka f robust sphinc haraka f simpl sphinc haraka robust sphinc haraka simpl sphinc haraka f robust sphinc haraka f simpl sphinc haraka robust sphinc haraka simpl sphinc haraka f robust sphinc haraka f simpl sphinc haraka robust sphinc haraka simpl sphinc sha sphinc sha f robust sphinc sha f simpl sphinc sha robust sphinc sha simpl sphinc sha f robust sphinc sha f simpl sphinc sha robust sphinc sha simpl sphinc sha f robust sphinc sha f simpl sphinc sha robust sphinc sha simpl sphinc shake sphinc shake f robust sphinc shake f simpl sphinc shake robust sphinc shake simpl sphinc shake f robust sphinc shake f simpl sphinc shake robust sphinc shake simpl sphinc shake f robust sphinc shake f simpl sphinc shake robust sphinc shake simpl note algorithm mark dagger larg stack usag caus failur run thread constrain environ thank figur actual algorithm support subset liboq implementh oqs openssl mean current list initi follow support algorithm algorithm provid liboq list still use fork either one two way key exchang follow quantum safe algorithm liboq support assum enabl liboq oqs kem default see denot bike bike l cpa bike l cpa bike l fo bike l fo frodokem frodo aes frodo shake frodo aes frodo shake frodo aes frodo shake kyber kyber kyber kyber newhop newhop cca newhop cca ntru ntru hps ntru hps ntru hps ntru hrss saber lightsab saber firesab sidh sike sidhp sidhp sidhp sidhp sikep sikep sikep sikep follow hybrid algorithm support l scheme combin l quantum safe algorithm list ecdh use nist p curv p one l algorithm list authent follow digit signatur algorithm liboq support assum enabl liboq oqs sig default see denot dilithium dilithium dilithium dilithium current window picnic picnicl fs qtesla qteslapi qteslapiii follow hybrid algorithm support combin quantum safe algorithm list tradit digit signatur algorithm one algorithm list l secur fork provid method rsa p combin rsa ecdsa use nist p curv respect l secur fork provid method p combin ecdsa use nist p curv l secur fork provid method p combin ecdsa use nist p curv note dlithium signatur scheme actual seem work window least seem work build great experiment implement algorithm aswel pqcrypto develop version threebear classic mceliec pretti good work kevin keep sinc thing chang soon nist pq competit evalu etc try alway updat use liboq librari everi dev stabl version regard network issu need network setup server side rout traffic side sinc know network setup help directli peopl openvpn server singl host singl ip address need kind nat masquerad need home internet connect openvpn document help start support algorithm support whatev algorithm support oqs openssl keyword list found support algorithm support oqs team us notic scheme work window think pleas rais issu issu tracker let know plan updat formal releas oqs team next make stabl releas liboq openssl beyond see abl constantli updat sync develop branch expect updat whenev hit signific mileston stabl signific new featur ad close issu run issu question feel free open new issu reopen one comment appropri,"{'neg': 0.074, 'neu': 0.69, 'pos': 0.235, 'compound': 0.9999}",positive
luke said pleas forum question recommend read basic namespac chapter manual,"{'neg': 0.147, 'neu': 0.59, 'pos': 0.263, 'compound': 0.1431}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
guy gear beta one even comment issu seriou memori leak pleas consid homework includ full descript sampl project realli easi test jay comment day ago day let us breath anyon want debug caus leak feel free give try linux valgrind memcheck nice altern debug leak llvm tool unfortun memori leak detect tool window rare tri dr memori crash miser godot microsoft use app verifi umdh mayb one u help debug ok latest godot compil vs show memori leak compil mingw gcc try compil clang see memori leak occur solv recent fix gdscript vm confirm welcom happen msvc almost certainli scope issu dispatch code fix updat still reproduc current master close assum fix pleas comment case,"{'neg': 0.173, 'neu': 0.605, 'pos': 0.222, 'compound': 0.475}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
reproduc curl resourc eg gdb watch within ntopng help find exact offend line caus overwrit actual due stun dissect alreadi dissect ssl note gdb watch alon bring directli offend line compil optim extra debug necessari find exact line post,"{'neg': 0.098, 'neu': 0.759, 'pos': 0.143, 'compound': 0.2547}",positive
issu transport go either global platform specif see thank point quick start step clear understand,"{'neg': 0.114, 'neu': 0.622, 'pos': 0.264, 'compound': 0.4404}",positive
sinc mention problem appreci review conclus check valid utf string truth know anyth sinc aes cfb unauthent encrypt spit back garbag byte attempt decrypt byte given take first block iv start xore secret remain byte result garbag unlik someth gcm authent built error non encrypt data pass alway possibl result decrypt byte string guess super rare lead bit byte alway never ascii case make string length chanc super rare mayb wrong assumpt non ascii charact lead bit cast error ascii newer golang know detail behavior string unicod yet case yeah utf idea huge help catch case mayb wrong assumpt string byte non ascii charact lead bit cast error ascii newer golang know detail behavior string unicod yet go cast string slice byte non lossi byte underli string preserv cast back string match origin ie biject ie eg convert euro charact think help case sinc decrypt like convert charact invalid unicod sequenc mayb wrong assumpt string byte non ascii charact lead bit cast error ascii newer golang know detail behavior string unicod yet go cast string slice byte non lossi byte underli string preserv cast back string match origin ie biject ie eg convert euro charact think help case sinc decrypt like convert charact invalid unicod sequenc thank explan case definit help catch error mostli still probabilist super rare string length chanc decrypt valid utf string noth let roll dice pun much intend think protect sinc iv block size byte right usernam email shorter throw error decrypt function think protect sinc iv block size byte right usernam email shorter throw error decrypt function believ yes crazi thought valid fix path rip bandaid sha sha sign cooki convers grace period rollout user need authent new session unencrypt session field happen anymor forc valid cipher previou legaci session type need support sinc sha pass cooki valid roll discuss issu littl earlier come similar differ conclus conclud instead tri save session reject decid non utf string forc non encrypt session auth encrypt session ok effect similar user auth think happen suggest correct wrong yeah think suggest sledg hammer forc user auth think chang go forc differ subset user popul mandatori cipher secret byte pad fix etc big downsid advantag assum session field encrypt add user email decryptinto loop everyth els upon reflect secretbyt pad fix chang go forc auth think alot alphanum secret peopl made past base decod nose without know autopad proper aes length spoke last week conclud return error valu valid utf forc user authent decid better perhap get inform incorrectli decod work updat pr reflect today updat manual test decrypt user email valid utf user log ask authent believ secur origin intent safe use cipher look good agre better safe sorri unauthent encrypt forc authent ever doubt want send invalid user email backend merg base review,"{'neg': 0.139, 'neu': 0.636, 'pos': 0.225, 'compound': 0.9837}",positive
merg thank,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",positive
realli great input add featur releas,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.6868}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
object thread safe need thread local object undermin possibl use connect pool similar howev second point correct two thread differ instanc assign synchron think take patch one caveat pipelin thread safe use fetch multipl object one exampl hold entri thought wrong exactli pipelin turn client thread unsaf merg close absolut thank,"{'neg': 0.13, 'neu': 0.607, 'pos': 0.262, 'compound': 0.6416}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
avail instal pi hole applic local data leav pi hole unless explicitli allow happen run debug command provid direct inform pass pass given option upload debug log well releas updat soon abil password protect web interfac instruct wiki turn log disabl admin interfac sure secur privaci breach well pure everyth pure think happen one close rel fire privat anonym browser window believ traffic long forgotten window close beauti pi hole made complet record everi site visit say girlfriend visit date site brows histori think consid privaci breach littl bit absolut open incognito window chrome read text browser show care clear girlfriend invis incognito mode second paragraph screenshot mozilla firefox say x x firefox privat brows tab png pagespe gp jp jw pj js rj rp rw ri cp md ic sure enough mention anyth nosi boyfriend raspberri pi lure privat net well sure expect big browser compani mention possibl custom dns server network local user someth happen often b easili understand typic user dns still somehow cover employ internet servic provid sinc activ part internet servic provid provid custom dns server someth make clear girlfriend everybodi use internet connect right sens cannot expect know internet hous work differ everywher els compani expect someth go network transpar user make clear someth similar go network yes agre understand feel strongli solut provid instal make user still put awkward posit rather profession life never felt intimid occasion debug peopl e mail problem think idea great instal dream still believ need refin make less experienc sys admin know path enter instal softwar let close discuss pleas rest assur take concern serious next releas abl disabl log conveni sinc howev user consid log privaci issu leav log enabl default add next admin interfac releas password protect avail amaz news thank even one alon great pleas consid letsencrypt connect let encrypt current scope current get ssl tls issu major undertak autom process user better instal le request user email address requir user agre term condit upon request certif someth current feel behalf user self sign cert possibl futur option find pass licens agreement user le beyond capabl think use le simpl sinc give cert local imho simpli beyond project scope appli linux program think better one thing good mani thing bad one last word gener topic ssl local network aussum pi hole web ui visibl web whether need encrypt strongli depend local feel endanger bad guy network need encrypt e g arp feasibl attack mention le option self sign certif option either peopl add except rule browser certif remov annoy warn demolish entir point certif first place specif anybodi make certif comput believ right server everyth ssl tls realli requir trustworthi author sign uniqu certif except everyon els network pretend real captur traffic fiddl see mention arp spoof use start man middl attack come back initi point certain bad guy network send everyth clear fine network cours includ strong wifi encrypt strong password abl disabl log new page screenshot,"{'neg': 0.138, 'neu': 0.632, 'pos': 0.229, 'compound': 0.9911}",positive
realli appreci level descript leav prs make much easier understand come thank bet look pull request context switch lot try make easier understand chang tend help fix codebas quicker concern deprec found salt util warn correct tool case yes salt util warn best bet choos codenam releas futur mayb carbon nitrogen go merg open new pull request warn great,"{'neg': 0.077, 'neu': 0.581, 'pos': 0.342, 'compound': 0.9663}",positive
cc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
work fine mitmproxi regular mode run mitmproxi transpar proxi bsalita notificationsschrieb aug use mitmdump v window run administr mode mitmdump give access deni error work fine administr mode know issu see document anywher repli email directli view github yes mitmdump host need stack dump confirm access deni occur r v window expect probabl ask elev privileg startup contribut welcom run window powershel administr priv run mitmdump exe v administr user output mitmdump seem hang without real work sure debug invoc work fine mitmdump version instanc spit mitmdump exit correctli idea start separ first admin start suspect probabl error alreadi yes start window py seper work case step alway requir reason think mitmdump exe correctli invok suppos oh miss use precompil binari case probabl bug pydivert fail instal load windivert workaround mitmproxi mitmdump sourc super happi anyon goe chase pydivert bug fix pydivert,"{'neg': 0.122, 'neu': 0.632, 'pos': 0.246, 'compound': 0.9139}",positive
clear text password screenshot white use sftp bother use ssh keyfil login easili avoid problem first issu user awar issu know move use ssh keyfil second issu target synolog nas ssh keyfil via gui log nas keyfil synolog secur mechan interfer reboot case user sophist enough ssh keyfil login awar issu manual chang access permiss duplicati directori file goal request user need inform order manual fix default instal averag duplicati protect user vulner major secur breach fix sftp password gener sensit data sqlite file contain window probabl describ edit appar window databas encrypt though default password databas encrypt linux comment program cs thank clear,"{'neg': 0.194, 'neu': 0.601, 'pos': 0.205, 'compound': -0.1243}",negative
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
appear fix intent behaviour,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
look possibl yet send extra header oh wait header possibl fix tri work read cooki receiv finali found solut need overrid sendasync function credenti function agre submit pr featur plan add default option send credenti browserhttpmessagehandl add http extens method overrid set review code time review yet take look later week discuss aspnet blazor close issu favour pr,"{'neg': 0.107, 'neu': 0.708, 'pos': 0.184, 'compound': 0.2547}",positive
seem good idea,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",positive
hi yes problem microsoft introduct second version secur center imposs miss inform code antiviru bad news hi kind anti viru use infra try add support next releas anti viru kasperski endpoint secur window window window use v agent autom inventori activ date column inform need debug file registri key ask hi relat registri dump help add support know find tell report easi enough system find dump sure look fusioninventori agent actual get inform ask via function call read registri window key window info ask window anti viru softwar name get info anti viru softwar directli via function call read registri av key case window inform registri key kasperski endpoint secur window kasperski lab among key run return version compar ran window xp version command use securitycent instead securitycent window xp return version given mayb microsoft remov version securitycent purpos kasperski stop give antiviru test run function avail scriptcent post statu antiviru product local remot return still version seem version use instal inform run script given sodawillow stack overflow question powershel antiviru product chang kasperski endpoint secur window return hello fi agent rc fix hello sorri yes still still plan hello ok thank work hi fusioinventori agent test open new issu find issu final fix thank involv,"{'neg': 0.142, 'neu': 0.582, 'pos': 0.276, 'compound': 0.9777}",positive
dup disagre dup made specif type infer sinc glare hole specif issu cc sound bug right,"{'neg': 0.263, 'neu': 0.585, 'pos': 0.153, 'compound': -0.3485}",negative
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
hey make sure ask question umbraco product forum issu tracker avail describ bug featur request,"{'neg': 0.193, 'neu': 0.459, 'pos': 0.348, 'compound': 0.5236}",positive
realli strang never seen error try updat file try still error pleas share error hi daniel play around still cannot encod program work encod locat youphptub com thing see mysqli construct hy access deni user root use password yes var www html youphptub encod object includ config php line make sure mysql proper configur,"{'neg': 0.213, 'neu': 0.536, 'pos': 0.251, 'compound': -0.2869}",negative
failur warn markdown notic dangerid danger id danger thank great pr descript pr readi review pleas appli label n pleas someon team review code possibl jetpack team review pr merg includ next jetpack releas schedul jetpack releas august schedul code freez juli gener entri sign dangerj bcbfc db eb ab c e f acdf entertain,"{'neg': 0.233, 'neu': 0.547, 'pos': 0.22, 'compound': -0.7131}",negative
look log see look devic python instal possibl instal python resolv issu issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu,"{'neg': 0.373, 'neu': 0.511, 'pos': 0.116, 'compound': -0.8215}",negative
openssl openssl openssl usr lib x linux gnu libssl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
hi antenor ssh ssh tunnel work great job paypal account ask friend donat best regard dirk wow thank develop remmina free beer freedom time money keep project aliv host mainli hope one day enough hire someon fix annoy remmina bug miss featur thank lot build next remmina edit typo,"{'neg': 0.058, 'neu': 0.454, 'pos': 0.487, 'compound': 0.9861}",positive
test id write login testcas test inde fix issu lgtm lgtm need wednesday march alexand morozov notificationsmerg repli email directli view github think check good wednesday march doug davi notificationswrot think check repli email directli view github,"{'neg': 0.054, 'neu': 0.816, 'pos': 0.13, 'compound': 0.264}",positive
yup shim chang come soon seem wrong mechan prevent audit log packag delet audit record go blob storag go ahead remov obfusc chang pr shim chang,"{'neg': 0.281, 'neu': 0.683, 'pos': 0.036, 'compound': -0.7601}",negative
gener question pr actual file add font format condit rework commit messag commit probabl squash name correctli correct descript implement welcom thank write unit test nice r rebas ff merg method rebas fast forward merg thank,"{'neg': 0.038, 'neu': 0.497, 'pos': 0.465, 'compound': 0.9655}",positive
hello duplic backport yet hmmm think scope larger link issu suggest least sever unabl select sslv bind line disabl default entir still sslv like underli openssl librari compil without support sslv abl sslv openssl command line run show sslv support output happen openssl lib built sslv support look bug activ build avail h build disabl openssl cnf exampl fact work forc sslv show problem take look code hmm build time set runtim hmm build time set runtim part code built depend macro think found problem help openssl api set minimum maximum ssl version bind line implement ssl min ver ssl max ver haproxi howev compat previou version openssl emul put right ssl option reproduc problem standard openssl version seem amazon patch ssl ctx new function ssl op sslv option explain attach patch fix issu abl test patch amazon linux ami confim fix issu toss line addit begin conf tlsv loop observ sslv behavior either pebkac obviou lack domain knowledg well confirm desir oper dev ok pebkac sure clean path hard confirm work thank much thank confirm thank report problem open issu close fix backport affect branch ah thank sorri confus patch backport poster,"{'neg': 0.175, 'neu': 0.625, 'pos': 0.2, 'compound': 0.484}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
fail login time minut block max fail attempt everi min window say brute forc protect work work torkel say code inde brute forc protect seem work try mani time want want provid link test prefer give privat messag disabl brute forc protect ini file ini option db auth etc paramet disabl brute forc protect ini file set default set default grafana db default one app mode product secur admin user admin password login rememb day user allow sign fals allow org creat fals dashboard json enabl true path smtp enabl true host user password cert file key file skip verifi fals address email welcom email sign true templat pattern server protocol set paramet disabl brute forc login default pleas note brute forc login appli enter wrong password exist usernam close info replic open bruteforc login appli test password exist usernam figur usernam alreadi exist someth normal want allow,"{'neg': 0.16, 'neu': 0.613, 'pos': 0.227, 'compound': 0.4905}",positive
fetch problem solut anyon know solut pleas let know,"{'neg': 0.245, 'neu': 0.453, 'pos': 0.303, 'compound': -0.3313}",negative
ie support microsoft anymor got firefox osx,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",positive
wait sunglass among best seen mani salt boost ever format salt aes crack purpos unsalt someon multipl z crack say nearli x faster hash time password everi salt right yup wpa psk without limit wpa psk ssid need discuss someon multipl z crack say nearli x faster solar put attack unrel archiv x effort attack one archiv closer x anoth note got inspir replac dhiru naiv refer code opencl version zip optim ninja stuff c render immedi boost even faster oclhashcat sunglass howev wish someon took care note self ever find zip archiv use numcyclespow k add salt compar loader c sort salt,"{'neg': 0.073, 'neu': 0.706, 'pos': 0.221, 'compound': 0.9467}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
current encrypt work one vault id multipl entri vault ident list multipl vault id ask vault pass vault password file cli arg caus error idea fix add config item vault encrypt id specifi vault id encrypt default add encrypt vault id cli arg specifi vault id encrypt someth work default one password vault ids list current unsur first item last item make sens decrypt tri order exampl config order prod test dev stage sure pick prod stage correct encrypt use one user expect encrypt seem bad lean toward moment suggest appreci relat discuss comment ad nice addit featur yet solv problem ad seem solut work definit need distinguish password differ environ specifi first part vault id list vault ident list vault password fileans cfgvault ident listvault password file error one vault id use encrypt know issu close solut workaround avoid error make sublim vscode ansibl vault extens unus actual bug vault ident list still appear issu field activ success decrypt edit still encrypt bug vault password file seem resolv though abl encrypt decrypt file vault password file valu,"{'neg': 0.123, 'neu': 0.772, 'pos': 0.105, 'compound': -0.6908}",negative
ad pull request ok add three,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",positive
submit issu azuread microsoft ident web,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",negative
watch cooki ensur get lost thing look problem solv applic endpoint adf configur mandatori test applic run quick respons,"{'neg': 0.314, 'neu': 0.619, 'pos': 0.068, 'compound': -0.7149}",negative
recommend save hashid databas suggest take look uuid instead plan hashid obfusc primari key well url instanc store hash db transform fly necessari say wrong approach use uuid work gener friendli url transform fly necessari say wrong approach case suggest use hashid,"{'neg': 0.132, 'neu': 0.581, 'pos': 0.287, 'compound': 0.8325}",positive
secur issu easili reproduc take look saw made sever commit repositori want see look abl patch code base overrid appropri endpoint ad pre check ensur author right type user exploit easi reproduc client id part queri paramet author flow look thank report fix appli merg master releas go shortli thank see blog thank thank sorri comment year later bug fix still confus scenario client credenti password authent enabl tri oauth check token endpoint check provid token valid happen even send client credenti token check token spring tri valid userdetailsservic case know client credenti usernam expect behavior check token clientdetailsservic case pleas ignor previou question rebuild whole applic found typo check token endpoint caus spring consid regular endpoint expect get similar issu spring tri load client credenti grant userdetailsservic password grant type instead client credenti idea realli problem relat tri access wrong check token url spring correctli think regular access try valid token use oauth check token send token header work perfectli,"{'neg': 0.079, 'neu': 0.648, 'pos': 0.274, 'compound': 0.9782}",positive
vscode extens ship eslint npm librari plugin reli instal system eslint version vulner vulner use extens well upgrad newer version vulner eslint extens fine well object close issu sinc noth eslint extens resolv thank,"{'neg': 0.257, 'neu': 0.46, 'pos': 0.283, 'compound': -0.1828}",negative
intent keep privat key avoid accident public packag,"{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.6486}",negative
